tu_id	speaker	start	end	duration	text
    32	SP1	54.760	55.200	0.440	va bene
    33	SP2	55.560	57.980	2.420	ma perché la zucchinona non l'avevi già fatta?
    34	SP3	58.220	59.400	1.180	amore erano due zucchi[none]
    35	SP2	59.120	59.870	0.750	[°(erano)] due zucchinone°
    36	SP3	59.910	62.060	2.150	una l'ho fatta, l'altra:
    37	SP1	62.280	64.690	2.410	eh ma [l'altra è metà] perchè [metà] si deve tagliare
    38	SP3	62.560	63.280	0.720	[ è nel frigo]
    39	SP3	63.500	63.777	0.277	[e:h]
    40	SP3	64.690	71.740	7.050	perchè nel frigo: [stava troppo: forte si è] il ghiaccio l'ha tipo un pò: m:h disturbata diciamo così [non so co]me dire
    41	SP1	65.650	67.020	1.370	[il ghiaccio là si è: eh]
    42	SP2	71.040	71.330	0.290	[mh]
    43	SP3	72.140	73.760	1.620	eh si è fatta tipo molla:, [strana:]
    44	SP2	73.390	74.360	0.970	[si è co]ngelata
    45	SP3	75.360	77.420	2.060	eh ma si è fatta molla [strana al lato]
    46	SP2	76.360	77.980	1.620	[eh si è bruciata] si è:
    47	SP3	78.080	79.840	1.760	(brava) tipo fosse una bruciatura da: gelo
    48	SP2	80.580	81.020	0.440	m:h
    49	SP2	84.400	86.560	2.160	mi è piaciuto come le ha: fatte miriana
    50	SP1	87.000	87.520	0.520	olè
    51	SP2	87.920	89.860	1.940	ci ha messo dentro [l'ori]gano tuttavia
    52	SP3	88.785	89.078	0.293	[(brava)]
    53	SP3	90.600	94.700	4.100	davvero do- dovresti essere contenta il primo: complimento da qu- che hai cucinato qualcosa a tu
    54	SP2	94.745	95.339	0.594	((applaude))
    55	SP1	95.560	99.020	3.460	grazie gra- me lo ricorderò a vita: sappiate che non si replicherà mai più
    56	SP3	99.020	99.716	0.696	((ride))
    57	SP1	100.680	106.560	5.880	no perché poi: io invece e:h adoro i- come mangiano in ospedale praticamente fabiana me lo dice sempre
    58	SP1	106.900	108.020	1.120	adoro senza sale:,
    59	SP1	108.625	112.695	4.070	 cioè meno sale c'è e più mi piace, senza olio, senza niente cioè meno condimento è
    60	SP3	112.800	115.030	2.230	questo sale l'ho preso [perchè] me lo hai visto tu eh però [quindi]
    61	SP1	113.335	113.609	0.274	[x]
    62	SP1	114.720	116.000	1.280	[no no] sì sì questo sì
    63	SP3	116.720	117.500	0.780	più o meno
    64	SP1	118.240	119.700	1.460	no ci sono cose e cose
    65	SP1	120.160	123.340	3.180	però tipo la pasta io la sto mangiando quasi completamente senza sale
    66	SP3	123.480	123.840	0.360	mh
    67	SP3	124.660	125.920	1.260	non fa schifo la pasta senza sa-?
    68	SP1	126.020	130.880	4.860	lo so ma mi sono abituata al sapore ormai pure quando ci metti un pizzico di sale io la sento salatissima
    69	SP3	130.960	132.640	1.680	cioè non metti proprio: il sale nell'acqua?
    70	SP1	132.690	133.080	0.390	no:
    71	SP1	134.460	134.900	0.440	m:h
    72	SP2	135.120	135.540	0.420	[cosa?]
    73	SP3	135.120	135.901	0.781	[che schi]fo: *amò
    74	SP1	136.620	139.630	3.010	eh lo so però: non non mi sono abituata non so perché
    75	SP3	141.055	141.325	0.270	vabbè
    76	SP2	141.720	142.500	0.780	che problema hai?
    77	SP3	142.610	143.633	1.023	((ride))
    78	SP1	142.730	145.320	2.590	eh infatti che problemi ho? ditemelo voi
    79	SP2	145.400	146.620	1.220	vabbè meglio così in realtà eh
    80	SP3	146.760	147.160	0.400	tanti
    81	SP1	147.980	149.500	1.520	ma no veramente tantissimi
    82	SP3	148.845	149.500	0.655	((ride))
    83	SP2	149.660	150.380	0.720	cioè voglio dire
    84	SP3	150.400	150.693	0.293	ops
    85	SP2	150.740	158.320	7.580	che non la vuoi: sala:- cioè che non vuoi mettere il sale nel condimento della pasta però non salare l'acqua quando la bolli è illegale
    86	SP3	158.410	158.990	0.580	esatt[o:]
    87	SP2	158.940	159.528	0.588	[non si fa]
    88	SP1	159.140	160.060	0.920	[è illega]le:
    89	SP1	161.000	167.970	6.970	lo so ma ti- vi giuro che io sento ormai sempre salato pure se ci metti un pizzico io non ce faccio a mangiarla non so quante volte ho litigato con mamma
    90	SP2	168.360	169.400	1.040	vabbè meglio così
    91	SP1	170.180	172.550	2.370	perché la sento oggettivamente salata
    92	SP2	175.720	177.420	1.700	io comunque non so voi ho ancora fame voi?
    93	SP3	178.160	180.820	2.660	io: non partricolarmente [(mangiati) un pò] di: queste melanzanette
    94	SP1	179.315	179.750	0.435	[io no]
    95	SP2	180.940	182.970	2.030	io volevo: le zucchine di emiliano
    96	SP2	183.420	185.180	1.760	le avete mangia[te tutte quante]
    97	SP3	184.120	185.184	1.064	[eh *amò sono finite]
    98	SP1	184.700	187.740	3.040	[senti] non so se già le hai assaggiate ma: a me fanno schifo *ste cose
    99	SP2	189.660	190.060	0.400	vabbè
   100	SP3	192.100	194.000	1.900	non sono quelle della mamma [ma sono buone]
   101	SP1	193.130	196.920	3.790	[no: no: so]no brutte proprio *amò sono: sotto aceto no sott' olio
   102	SP3	197.260	198.120	0.860	è vero però
   103	SP1	198.180	199.050	0.870	no *so bruttissime
   104	SP3	199.180	203.110	3.930	miri (.) *c'amma consumà se fai questa cattiva [pubblicità roberto non se le mangia] x
   105	SP1	201.320	203.100	1.780	lo so ma non mi piacciono: ((ride))
   106	SP2	204.380	207.120	2.740	ma a me neanche piacciono piacciono solo quelle di mamma
   107	SP3	208.090	208.343	0.253	mh
   108	SP3	208.940	210.600	1.660	anche a me piacciono soltanto quelle della mamma di roberto
   109	SP2	210.850	212.700	1.850	fan[no schi]fo sanno di zenzero
   110	SP1	211.170	211.547	0.377	[e:h]
   111	SP1	212.840	214.060	1.220	sono (.) m:h di zenzero?
   112	SP3	214.170	214.580	0.410	ma no:
   113	SP1	214.770	216.080	1.310	no zenzero non saprei
   114	SP3	218.400	219.800	1.400	per me come emiliano sanno di aceto
   115	SP2	220.240	222.040	1.800	no non sono buone sono brutte proprio
   116	SP1	222.180	223.460	1.280	[sì sono bru]tte:
   117	SP3	222.180	223.080	0.900	[(le dobbiamo) buttare?]
   118	SP3	223.840	226.020	2.180	che dite le buttiamo e co- mh apriamo quelle della mamma di roberto?
   119	SP1	226.565	227.300	0.735	e:h [io:]
   120	SP3	226.900	227.800	0.900	[che ne pe]nsate?
   121	SP2	227.920	228.780	0.860	beh peccato
   122	SP1	228.980	230.140	1.160	è un [po'] uno spreco:
   123	SP3	229.215	229.497	0.282	[eh]
   124	SP3	231.200	233.680	2.480	eh lo so ragà però: pure [io le sto mangiando per forza]
   125	SP2	232.520	235.710	3.190	[però sono veramente bru]tte queste mammamia sembrano finte ma che è
   126	SP1	235.760	237.220	1.460	eh sono bruttissime:
   127	SP2	237.480	238.960	1.480	non hanno una texture sono
   128	SP2	241.240	244.020	2.780	io un tempo compravo quelle là: della lidl
   129	SP1	244.645	245.037	0.392	mh
   130	SP2	246.080	246.640	0.560	baresa
   131	SP1	246.700	250.360	3.660	no ma ce ne sono delle marche in barattolo che sono buone ma queste sono proprio brutte
   132	SP3	250.390	253.770	3.380	vabbè [queste sono] d' amico in teoria dovrebbe- cioè è [una marca buona] costa
   133	SP1	250.775	251.132	0.357	[x]
   134	SP2	252.560	253.380	0.820	[costano eh]
   135	SP1	253.810	254.299	0.489	[x]
   136	SP2	254.010	255.138	1.128	[co]stano queste
   137	SP1	256.420	257.740	1.320	e com'è mamma me le ha comprate?
   138	SP3	257.740	258.515	0.775	((ride))
   139	SP1	258.515	259.709	1.194	((ride))
   140	SP2	259.750	260.670	0.920	ha fatto [i soldi]
   141	SP1	259.910	261.977	2.067	[scusa?] (( ride)) infatti
   142	SP3	262.020	264.520	2.500	infatti quando fabiana le ha portate che non erano md ho detto oh oh
   143	SP1	264.530	265.449	0.919	ma: scusami ((ride))
   144	SP3	265.810	266.598	0.788	qualcosa non va
   145	SP2	267.540	269.980	2.440	vabbè ma: le raga:- loro vanno anche alla conad no?
   146	SP1	270.870	272.660	1.790	sì però: in genere: ((ride))
   147	SP1	273.140	274.020	0.880	[per il pane]
   148	SP3	273.150	275.130	1.980	[miri mangiati un (attimo)] di: questo [dai]
   149	SP1	274.780	275.480	0.700	[perchè:]
   150	SP1	276.910	280.531	3.621	no sul pane abbiamo i vizi ma su tutto il resto no siamo abbastanza: [(cheap)]
   151	SP2	280.190	282.480	2.290	[beh] il pane della conad al x
   152	SP3	281.850	283.070	1.220	[m:h] buo[no]
   153	SP1	282.835	283.646	0.811	[è] buonissimo
   154	SP2	283.870	285.520	1.650	mamma mia mai mangiato un pane così
   155	SP3	286.420	286.880	0.460	è vero
   156	SP2	289.060	293.420	4.360	è più buono anche di quello al villaggio della paninoteca: [x]
   157	SP1	292.020	293.420	1.400	[pure secondo me lo sai?]
   158	SP2	293.650	294.200	0.550	°come si chiama°
   159	SP3	294.450	295.940	1.490	[michele,] la panetteria
   160	SP2	294.455	295.040	0.585	[(°panetteria°)]
   161	SP2	297.340	298.460	1.120	è molto molto buono
   162	SP2	300.520	303.820	3.300	e poi quando c'è la polacca là mi fa ridere tantissimo
   163	SP3	303.920	304.321	0.401	perchè?
   164	SP1	304.460	308.080	3.620	io trovo sempre e solo lei in realtà pensavo fosse [l'unica (.) commessa]
   165	SP2	307.060	310.160	3.100	[mh no c'è anche un'altra] signora fa amore cosa ti do?
   166	SP3	310.475	311.181	0.706	((ride))
   167	SP2	311.220	311.820	0.600	tesoro
   168	SP1	312.080	312.780	0.700	è vero
   169	SP2	313.260	314.200	0.940	niente più caro?
   170	SP3	314.245	315.170	0.925	io non l'ho mai vista
   171	SP2	315.880	316.330	0.450	[vabbè così]
   172	SP1	315.880	316.330	0.450	[no:?]
   173	SP3	316.430	318.930	2.500	io non ci sto da sei mesi raga: [e:h]
   174	SP1	317.885	319.850	1.965	[ah vero] giusto [x]
   175	SP2	319.050	319.850	0.800	[signora bella]
   176	SP2	321.340	322.320	0.980	fa ridere un sacco
   177	SP1	322.340	323.235	0.895	no è vero x
   178	SP3	323.480	327.480	4.000	poi anche quando stavo qua: sei mesi fa non andavo a fare io la spesa devo ammettere quindi
   179	SP3	329.515	330.020	0.505	 in più
   180	SP3	330.353	332.198	1.845	 in realtà ancora agiuggendo
   181	SP3	332.760	339.780	7.020	e::h non compro pane, non noi quando stavamo qua non comprovamo pane perchè zio michele [ce lo portava: che lavora]va nel pannet[i:- ]
   182	SP1	337.370	338.380	1.010	[te lo portava]
   183	SP1	339.020	339.780	0.760	[giustamente]
   184	SP3	339.855	340.133	0.278	nella
   185	SP3	340.540	341.540	1.000	come si dice panettificio?
   186	SP1	341.560	343.400	1.840	ma quindi non le apriamo quello di roberto?
   187	SP2	345.160	349.010	3.850	[apri]le dai *amò queste [*so] veramente brutte tu le- le mangi [però?]
   188	SP1	345.160	345.541	0.381	[x]
   189	SP3	346.440	346.720	0.280	[eh]
   190	SP1	348.610	349.409	0.799	[no:]
   191	SP3	349.070	349.457	0.387	[*amò]
   192	SP2	349.520	349.799	0.279	no?
   193	SP3	349.840	352.730	2.890	riportagliele a tua mamma siccome le ha comprate vuole [dire che a lei le pia]cciono
   194	SP1	351.740	352.228	0.488	[papà]
   195	SP2	353.140	354.060	0.920	madonna dai
   196	SP3	353.140	354.871	1.731	((ride))
   197	SP1	355.550	356.870	1.320	sei un genio [del male eh]
   198	SP3	356.110	362.950	6.840	[sì facciamo finta] che: cioè dici mamma marco ha detto che non se le mangiava ma se se lei le ha [comprate vuole dire che le piacciono bra- non se ne acco-]
   199	SP1	360.620	363.470	2.850	[*amò io le metto nel mobile quella non se ne accorge] nemmeno
   200	SP3	363.550	364.989	1.439	mettile in frigo perchè sono aperte
   201	SP2	365.300	367.610	2.310	se voi le mangiate perchè sono brutte
   202	SP2	368.555	370.515	1.960	 cioè magari a voi piacciono non lo so
   203	SP2	370.970	372.040	1.070	tua madre non le fa
   204	SP1	372.710	373.090	0.380	no
   205	SP2	373.130	373.686	0.556	no?
   206	SP2	375.360	376.740	1.380	ma quella è stressante mamma[mia]
   207	SP1	376.430	379.220	2.790	[ha tan]te: qualità ma: queste cose: si soccia
   208	SP2	379.290	383.660	4.370	e:h si socc- ma: pure mia mamma io a volte la aiuto a mia mamma a farle ma: ti uccidi
   209	SP2	384.500	386.200	1.700	è proprio: fisicamente stancante
   210	SP2	387.820	391.130	3.310	tagliarle, strizzarle:, poi ci vuole un sacco di aceto
   211	SP1	402.660	406.830	4.170	è un po' impressionante quando passa la gente e parla sembra che stiano incortati di mar[co]
   212	SP2	406.545	406.830	0.285	[mhmh]
   213	SP3	407.900	413.000	5.100	adesso preparatevi ad avere un orgasmo [perché queste melanzane (.) sono spettacolari]
   214	SP1	409.470	413.000	3.530	[tan tan ta:n]
   215	SP3	413.160	416.180	3.020	io ho portato anche un fazzoletto perchè farò una cosa
   216	SP3	416.505	417.618	1.113	non ortodossa ma
   217	SP3	418.036	420.516	2.480	devo togliermi quest'olio acetoso [di que]ste
   218	SP2	419.471	420.168	0.697	[e:h]
   219	SP1	420.620	422.100	1.480	vabbè io la metto da quest'altro lato
   220	SP3	422.140	425.490	3.350	e:h a me era: abbastanza perchè sono: grasso e ne avevo messe comunque tante
   221	SP1	425.710	426.096	0.386	x
   222	SP2	433.540	436.070	2.530	ma non possiamo fare una dieta vegana noi mi sa
   223	SP3	436.140	437.860	1.720	no: io non ce la farei devo ammettere
   224	SP3	438.240	439.450	1.210	vegetariano forse sì
   225	SP3	439.735	440.434	0.699	ma vegano no
   226	SP3	440.980	442.140	1.160	a me il formaggio piace assai
   227	SP3	447.250	451.180	3.930	no ma anche vegetariano lo: sarebbe molto difficile [magari lo] farei ma sarebbe difficile
   228	SP2	449.520	449.914	0.394	[(sì)]
   229	SP2	451.650	453.870	2.220	gran parte dei formaggi non sono vegetariani
   230	SP3	454.980	455.630	0.650	in che senso?
   231	SP1	456.980	458.380	1.400	perchè che ci mettono [scusa?]
   232	SP2	458.080	458.560	0.480	[il ca]glio
   233	SP3	459.790	464.710	4.920	ma chi no e:h ormai è solamente caglio: finto che utilizzano quasi [nessuno] utilizza quello vero sì:
   234	SP2	462.960	463.350	0.390	[(vegano?)]
