tu_id	speaker	start	end	duration	text
   134	SP4	261.979	264.805	2.826	infatti quando xxx una portata che non era la mb ho detto oh [oh]
   135	SP1	264.402	265.610	1.208	[ma scusami] ((ride))
   136	SP4	265.738	266.751	1.013	qualcosa non va
   137	SP2	267.540	269.980	2.440	vabbè ma:: le ragà: loro vanno anche alla conad no?
   138	SP1	270.805	272.691	1.886	sì però: in genere: ((ride))
   139	SP3	273.214	274.651	1.437	[xxx] (e::i)
   140	SP1	273.220	274.154	0.934	[è il pa:ne]
   141	SP4	273.228	273.946	0.718	[xxx]
   142	SP1	274.780	275.611	0.831	perché::
   143	SP1	276.784	280.345	3.561	no sul pane abbiamo un inizio ma su tutto il resto siamo abbastanza: chill
   144	SP2	280.366	283.086	2.720	beh il pane della conad algeli:: [buono]
   145	SP1	282.805	283.705	0.900	[è buo]nissimo
