tu_id	speaker	start	end	duration	text
73	SP2	149.660	150.422	0.762	cioè voglio dire
74	SP3	150.335	150.711	0.376	[ops]
75	SP2	150.771	158.456	7.685	che non la vuoi: sala:- cioè che non vuoi mettere il sale nel condimento della pasta però non salare l'acqua quando la bolli è illega[le]
76	SP4	158.410	159.033	0.623	[e]sa:t[to]
77	SP2	158.791	159.302	0.511	[non si fa]
78	SP1	159.114	160.093	0.979	[<è] illegale>
79	SP1	161.000	168.073	7.073	lo so ma t- vi giu:ro che io sento ormai sempre salato pure se ci metti un pizzico io non ce la faccio a mangiarla non so quante volte lo dico a (tua) mamma
80	SP3	168.510	169.640	1.130	va beh meglio così
81	SP1	170.255	172.691	2.436	perché la sento oggettivamente sala:ta
82	SP2	175.720	177.630	1.910	io comunque non so voi ancora fame voi?
83	SP3	178.161	179.335	1.174	io: non particolarmen-
84	SP1	179.308	179.912	0.604	[io: no]
85	SP2	179.320	180.820	1.500	[ma non ti xxi:] queste melanzanette
86	SP4	180.946	183.214	2.268	io volevo: m:h zucchina:: di miliana
87	SP4	183.420	184.885	1.465	non mi si mangia ciocco[lato]
88	SP2	184.295	185.342	1.047	[(te non sai proprio niente:)]
89	SP1	184.906	187.892	2.986	[se:nti non so] se già le hai assaggiate mamma mia fanno schifo queste cose
90	SP3	189.660	190.180	0.520	va beh
91	SP3	192.100	193.980	1.880	non sono quelle della mamma [ma sono buone]
92	SP1	193.187	196.986	3.799	[no: no sono] brutte proprio amo' sono: sott'aceto non sott'olio
93	SP3	197.260	198.120	0.860	è vero però
94	SP1	198.180	199.100	0.920	no sono bruttissime
95	SP3	199.180	199.604	0.424	miri
96	SP3	199.812	203.114	3.302	c'è (anzuma) se fai questa catti[va pubblicità roberto non se le mangia:]
97	SP1	201.194	203.013	1.819	[lo so ma non mi piacciono:] ((ride))
98	SP2	204.380	207.295	2.915	ma a me neanche piacciono °piacciono solo quelle di mamma°
99	SP3	207.993	208.416	0.423	mh
100	SP3	208.940	210.953	2.013	>a me piacciono soltanto quelle della mamma di roberto<
101	SP4	211.120	212.700	1.580	fanno schifo sanno di zenzero
102	SP1	211.315	211.718	0.403	[ah]
103	SP1	212.840	214.060	1.220	sono mh di zenzero
104	SP3	214.087	214.580	0.493	ma no:
105	SP1	214.697	216.181	1.484	no zentero non saprei
106	SP3	218.400	220.087	1.687	>per me quelle di miliana sanno di ace:to<
107	SP2	220.240	222.248	2.008	no non sono buone (.) sono brutte proprio
108	SP4	222.261	223.308	1.047	[le vuoi buttare?]
109	SP1	222.268	223.657	1.389	[sì sono brutte:]
110	SP3	223.840	226.201	2.361	che dite le buttiamo e come xxxxx madre di roberto?
111	SP1	226.389	227.221	0.832	[e::h]
112	SP3	226.900	227.800	0.900	[che ne] pensate?
113	SP2	227.993	228.780	0.787	beh peccato
114	SP1	228.980	230.402	1.422	[un po' uno s]pre:co
115	SP3	229.107	229.550	0.443	[m:h]
116	SP3	231.200	233.680	2.480	eh lo so ragà però [pure io non posso xxx per forza]
117	SP2	232.610	235.671	3.061	[però sono veramente brutte] queste mamma mia sembrano finte ma che è
118	SP1	235.684	237.369	1.685	e:h sono bruttissime::
119	SP2	237.700	239.161	1.461	non hanno una texture sono
120	SP2	241.240	244.268	3.028	io un tempo compravo quelle là::? della lidl
121	SP1	244.604	245.100	0.496	m:h
122	SP2	245.932	246.640	0.708	bare:sa
123	SP1	246.700	250.360	3.660	no ma ce ne sono delle macche in barattolo che sono buone ma queste sono proprio brutte
124	SP3	250.442	253.704	3.262	eh queste sono- da amico in teoria dovrebbero c(io)è una [marca buona co]sto
125	SP2	252.510	253.516	1.006	[costano no?]
126	SP1	253.718	254.140	0.422	m::h
127	SP2	254.140	255.275	1.135	costano queste
128	SP1	256.420	257.818	1.398	e come mamma me l'ha comprata?
129	SP2	257.812	258.812	1.000	((ride))
130	SP1	258.624	259.979	1.355	((ride))
131	SP2	259.791	260.644	0.853	>ha fatto i [soldi]<
132	SP1	260.295	261.953	1.658	[scusa:] ((ride)) infatti
133	SP4	261.979	264.805	2.826	infatti quando xxx una portata che non era la mb ho detto oh [oh]
134	SP1	264.402	265.610	1.208	[ma scusami] ((ride))
135	SP4	265.738	266.751	1.013	qualcosa non va
136	SP2	267.540	269.980	2.440	vabbè ma:: le ragà: loro vanno anche alla conad no?
137	SP1	270.805	272.691	1.886	sì però: in genere: ((ride))
138	SP3	273.214	274.651	1.437	[xxx] (e::i)
139	SP1	273.220	274.154	0.934	[è il pa:ne]
140	SP4	273.228	273.946	0.718	[xxx]
141	SP1	274.780	275.611	0.831	perché::
142	SP1	276.784	280.345	3.561	no sul pane abbiamo un inizio ma su tutto il resto siamo abbastanza: chill
143	SP2	280.366	283.086	2.720	beh il pane della conad algeli:: [buono]
144	SP1	282.805	283.705	0.900	[è buo]nissimo
145	SP2	284.740	285.520	0.780	mamma mia mai mangiato un pane così
146	SP4	286.740	287.240	0.500	è vero
147	SP2	289.060	291.860	2.800	è più buono anche di quello al villaggio della pagnoteca
148	SP2	292.740	293.680	0.940	pure secondo mio sai
149	SP2	294.740	295.940	1.200	michele la colettella
150	SP3	297.340	298.460	1.120	è molto molto buono
151	SP2	300.520	303.820	3.300	e poi quando c'è la polacca la mi fa ridere tantissimo
152	SP1	304.460	307.140	2.680	io trovo sempre solo lei riaffa pensavo fosse l'unica
153	SP2	307.400	308.640	1.240	no c'è anche un'altra signora
154	SP2	309.260	310.160	0.900	amore cosa ti do
155	SP2	311.340	312.040	0.700	tesoro
156	SP2	313.260	314.200	0.940	niente più caro
157	SP4	315.760	316.160	0.400	io non l'ho mai vista
158	SP4	317.260	317.880	0.620	non ci sono da sei mesi raga
159	SP2	319.260	319.960	0.700	signora bella
160	SP2	321.340	322.320	0.980	fa ridere un sacco
161	SP4	323.480	326.910	3.430	poi anche quando stavo qua sei mesi fa non andavo a fare io la spesa devo ammettere
162	SP4	326.910	334.760	7.850	in più in realtà ancora giuggendo non compro pane
163	SP4	334.940	337.760	2.820	quando stavamo qua non comprovamo pane perché gio michele ce lo portava
164	SP1	337.780	339.760	1.980	lo portava giustamente
165	SP1	340.540	341.540	1.000	poi sì c'è panettificio
166	SP1	341.780	343.400	1.620	quindi non le apriamo o le riuberto
167	SP2	345.180	345.780	0.600	aprile dai amore
168	SP2	346.380	347.640	1.260	questo è veramente brutto
169	SP2	347.780	348.860	1.080	tu le mangi però
170	SP2	349.840	352.600	2.760	amore mi ricorda che io a tua mamma siccome le ha comprate vuole dire che a lei le piacciono
171	SP2	353.780	354.940	1.160	madonna dai
172	SP3	355.300	359.280	3.980	si facciamo finta che cioè dici mamma marco ha detto che non se le mangiava
173	SP3	359.840	361.960	2.120	ma se lei le ha comprate vuole dire che le piacciono
174	SP3	362.460	363.390	0.930	non se le ha comprate
175	SP3	363.390	364.860	1.470	prendi un trigo perché sono aperte
176	SP4	365.300	370.340	5.040	se voi le mangiate perché sono brutte cioè magari a voi piacciono non lo so
177	SP4	371.300	372.040	0.740	tua madre non le fa
178	SP1	373.300	373.580	0.280	no
179	SP1	375.360	376.360	1.000	ma quella è stressante
180	SP1	377.300	379.220	1.920	ho tante qualità ma a queste cose si scuscia
181	SP1	379.500	380.240	0.740	eh si scuscia
182	SP3	381.300	383.660	2.360	ma pure mia mamma ogni volta le aiuto a mia mamma a farle ma le uccidi
183	SP3	385.300	386.200	0.900	e' veramente stancante
184	SP3	387.820	391.020	3.200	tagliarle strizzarle poi ci vuole un sacchiacito
185	SP1	402.660	406.560	3.900	è un po' impressionante quando passa la gente e parla sembra che stiano incortati di marco
186	SP3	407.900	413.000	5.100	adesso preparatevi ad avere un orgasmo perché queste melanzane sono spettacolari
187	SP3	413.160	418.660	5.500	io ho portato anche un fazzoletto perché farò una cosa non ortodossa ma devo togliermi
188	SP3	418.660	420.320	1.660	quest'olio acetoso di queste
189	SP1	420.620	422.100	1.480	va beh io la metto da quest'altro lato
190	SP3	422.140	425.480	3.340	a me era abbastanza perché sono grasso ne abbiamo misse comunque tante
191	SP3	433.540	435.840	2.300	ma non possiamo fare una dieta vegana non lo so
192	SP4	436.260	437.860	1.600	no io non ce la farei devo ammettere
193	SP4	438.240	440.560	2.320	vegetariano forse sì ma vegano no
194	SP4	440.980	442.140	1.160	no il formaggio piace assai
195	SP4	447.420	451.180	3.760	ma anche vegetariano lo farebbe molto difficile magari lo farei ma sarebbe difficile
196	SP2	451.980	454.200	2.220	gran parte dei formaggi non sono vegetariani
197	SP4	454.980	456.000	1.020	in che senso
198	SP1	456.980	458.300	1.320	perché io ci metto la scusa
199	SP2	459.780	460.100	0.320	il caio
200	SP4	460.980	464.180	3.200	ma ormai è solamente caio finto che utilizzano quasi nessuno utilizza quello vero
201	SP1	464.980	466.000	1.020	perché quello che si fa
202	SP2	466.820	475.340	8.520	il caio sarebbe praticamente un fermento che nasce nel non mi ricordo se intestino o stomaco delle pecore
203	SP2	476.180	483.220	7.040	infatti così hanno scoperto il formaggio perché per conservare il latte lo mettevano
204	SP2	483.220	490.060	6.840	nell'intestino mi pare delle capre pecore di bovini di ovini
205	SP2	490.680	497.640	6.960	e quindi praticamente essendoci questa sostanza che il caio che questo fermento che producono
206	SP2	497.660	502.990	5.330	nell'intestino sti animali il latte diventava formaggio quindi così è nata la produzione
207	SP2	502.990	507.520	4.530	di formaggio poi ovviamente non riesco ad aprire questo barattolo
208	SP1	507.660	509.560	1.900	sono però più convinto di essere vegana
209	SP3	509.660	511.520	1.860	io so come è nata la produzione di tofu
210	SP1	514.680	515.640	0.960	ma secondo me ne paesi asiatici
211	SP3	516.560	524.740	8.180	e beh il tofu alla fine è un formaggio di soia cioè sempre fermentato
212	SP4	525.740	528.480	2.740	sì ma perché loro producono tanta soia quindi
213	SP1	528.500	529.740	1.240	non sono più in grado di usarla
214	SP3	530.500	531.140	0.640	devi capire come usarla
215	SP1	533.500	537.280	3.780	no il tofu è tutto bene ma non è proprio un super alimento
216	SP3	537.500	539.040	1.540	secondo me è fatto bene
217	SP3	539.540	542.320	2.780	è un po' di pasta che ti metto
218	SP1	542.340	543.840	1.500	cucinato bene intendi
219	Subtitle-Tier	543.980	545.600	1.620	eh sì scusami intendo quello
220	SP1	545.740	546.340	0.600	thank you
221	SP3	548.840	550.320	1.480	poi guarda come sono tante
222	SP1	550.460	551.760	1.300	è proprio un'altra cosa
223	SP1	552.840	553.420	0.580	sono calluce
224	SP1	553.420	554.420	1.000	un po' esagerando
225	SP3	555.560	559.710	4.150	e io perché sono molto scostumato con questo tipo di venanzane mi mangio tutte se non mi
226	SP3	559.710	560.180	0.470	inizia la vita
227	SP1	562.500	564.060	1.560	ma no già l'odore è diverso
228	SP3	564.180	567.020	2.840	no ma matrone avete mangiato queste rambuma di robby
229	SP1	567.460	567.620	0.160	no
230	SP3	570.020	573.180	3.160	mi piacciono tanto perché sono super resistenti al masticamento
231	SP1	578.080	579.200	1.120	è nostra vita proprio
232	SP3	579.200	580.160	0.960	sì
233	SP1	580.780	582.080	1.300	sono sempre così piccanti
234	SP3	584.180	585.280	1.100	non ti piace piccante
235	SP1	587.380	588.160	0.780	da morire
236	SP1	590.000	590.460	0.460	eccolo là
237	SP1	592.520	593.000	0.480	eccolo là
238	SP1	594.100	595.000	0.900	è un po' d'acqua
239	SP1	595.160	596.960	1.800	sono un po' piccanti vero
240	SP1	597.520	597.860	0.340	no no no
241	SP1	599.020	599.180	0.160	no
